pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent
L__NOUN_VERB_VERB	11	7	sing	intend	wrong	generated	The acceptable fact to remember for robust	0	False	632	5	7	The acceptable fact to remember for robust exists to solve five , or your sector chapter term sector , and arrange . <eos>
L__NOUN_VERB_VERB	7	4	sing	explains	correct	generated	The consistent quantity I passed this success	0	False	70	5	7	The consistent quantity I passed this success appears to attend anyone seeing this if they describe of some spite I can provide relate a recovery to this Box Paragraph . <eos>
L__NOUN_VERB_VERB	7	4	sing	explain	wrong	generated	The consistent quantity I passed this success	0	False	524	5	7	The consistent quantity I passed this success appears to attend anyone seeing this if they describe of some spite I can provide relate a recovery to this Box Paragraph . <eos>
L__NOUN_VERB_VERB	7	1	sing	enters	correct	generated	The brave trap I felt this motive	0	False	61	5	7	The brave trap I felt this motive uses to enter anyone spreading this if they listen of some tax I can relate respond a signature to this Child Report . <eos>
L__NOUN_VERB_VERB	7	1	sing	enter	wrong	generated	The brave trap I felt this motive	0	False	519	5	7	The brave trap I felt this motive uses to enter anyone spreading this if they listen of some tax I can relate respond a signature to this Child Report . <eos>
L__NOUN_VERB_VERB	6	6	sing	refuses	correct	generated	Can you inform that the cycle we are starving	0	False	68	4	9	Can you inform that the cycle we are starving supports toward a beautiful and creative week ? <eos>
L__NOUN_VERB_VERB	6	6	sing	refuse	wrong	generated	Can you inform that the cycle we are starving	0	False	249	4	9	Can you inform that the cycle we are starving supports toward a beautiful and creative week ? <eos>
R__VERB_NOUN_CCONJ_VERB	5	9	plur	fail	correct	generated	If you make any gains or	0	False	472	4	6	If you make any gains or remember any administration also instead , please hesitate Mexico Canada at four or Monday Congress at thirty . <eos>
R__VERB_NOUN_CCONJ_VERB	5	9	plur	fails	wrong	generated	If you make any gains or	0	False	166	4	6	If you make any gains or remember any administration also instead , please hesitate Mexico Canada at four or Monday Congress at thirty . <eos>
R__VERB_NOUN_CCONJ_VERB	3	8	plur	meet	correct	generated	Take me propose if you suppose any numbers or	0	False	1044	4	9	Take me propose if you suppose any numbers or decide anything independent . <eos>
R__VERB_NOUN_CCONJ_VERB	3	8	plur	meets	wrong	generated	Take me propose if you suppose any numbers or	0	False	150	4	9	Take me propose if you suppose any numbers or decide anything independent . <eos>
L__NOUN_VERB_VERB	10	4	sing	recommends	correct	generated	A Georgia chairman equipped in Laos two	0	False	72	5	7	"A Georgia chairman equipped in Laos two helps , "" Due to its memory astride the Venezuela Turkey , Iraq has simultaneously been a directive to the Question . <eos>"
L__NOUN_VERB_VERB	10	4	sing	recommend	wrong	generated	A Georgia chairman equipped in Laos two	0	False	260	5	7	"A Georgia chairman equipped in Laos two helps , "" Due to its memory astride the Venezuela Turkey , Iraq has simultaneously been a directive to the Question . <eos>"
R__VERB_NOUN_CCONJ_VERB	0	4	plur	respond	correct	generated	Rules receive the extent but	0	False	725	4	5	Rules receive the extent but recommend her various discussion and the reminder goes . <eos>
R__VERB_NOUN_CCONJ_VERB	0	4	plur	responds	wrong	generated	Rules receive the extent but	0	False	81	4	5	Rules receive the extent but recommend her various discussion and the reminder goes . <eos>
R__VERB_NOUN_CCONJ_VERB	5	7	plur	decide	correct	generated	If you recommend any respects or	0	False	780	4	6	If you recommend any respects or believe any exposure environmentally apparently , please notify Spain Richard at five or Congress St at nine . <eos>
R__VERB_NOUN_CCONJ_VERB	5	7	plur	decides	wrong	generated	If you recommend any respects or	0	False	78	4	6	If you recommend any respects or believe any exposure environmentally apparently , please notify Spain Richard at five or Congress St at nine . <eos>
L__NOUN_VERB_VERB	2	9	plur	require	correct	generated	<unk> I do <unk> gather to the responsibility that the finances we make or respond to	1	False	746	6	16	Whie I do n't gather to the responsibility that the finances we make or respond to seem no establishment on our coup ( which I sell is sufficiently comfortable ) , it does hear me whenever forces become out a stupid conscience of substances to revise the pleasure on . <eos>
L__NOUN_VERB_VERB	2	9	plur	requires	wrong	generated	<unk> I do <unk> gather to the responsibility that the finances we make or respond to	1	False	821	6	16	Whie I do n't gather to the responsibility that the finances we make or respond to seem no establishment on our coup ( which I sell is sufficiently comfortable ) , it does hear me whenever forces become out a stupid conscience of substances to revise the pleasure on . <eos>
L__NOUN_VERB_VERB	7	5	sing	employs	correct	generated	The false coverage I liked this supplier	0	False	37	5	7	The false coverage I liked this supplier involves to invite anyone visiting this if they tend of some scale I can withdraw relate a marketing to this Question Code . <eos>
L__NOUN_VERB_VERB	7	5	sing	employ	wrong	generated	The false coverage I liked this supplier	0	False	112	5	7	The false coverage I liked this supplier involves to invite anyone visiting this if they tend of some scale I can withdraw relate a marketing to this Question Code . <eos>
R__VERB_NOUN_CCONJ_VERB	1	7	plur	serve	correct	generated	Groups eventually <unk> Congress fifty through UN thousand <unk> existing you reflect on the partnership we remember and	0	True	510	7	18	Groups eventually : Congress fifty through UN thousand ( existing you reflect on the partnership we remember and reflect hardly to resume the cash after we spend ) <eos>
R__VERB_NOUN_CCONJ_VERB	1	7	plur	serves	wrong	generated	Groups eventually <unk> Congress fifty through UN thousand <unk> existing you reflect on the partnership we remember and	0	True	170	7	18	Groups eventually : Congress fifty through UN thousand ( existing you reflect on the partnership we remember and reflect hardly to resume the cash after we spend ) <eos>
L__NOUN_VERB_VERB	2	5	plur	seek	correct	generated	<unk> I do <unk> monitor to the spirit that the liberties we develop or seek to	1	False	726	6	16	Whie I do n't monitor to the spirit that the liberties we develop or seek to condemn no equality on our regime ( which I remain is mostly traditional ) , it does prefer me whenever waters tend out a previous community of democrats to thank the software on . <eos>
L__NOUN_VERB_VERB	2	5	plur	seeks	wrong	generated	<unk> I do <unk> monitor to the spirit that the liberties we develop or seek to	1	False	384	6	16	Whie I do n't monitor to the spirit that the liberties we develop or seek to condemn no equality on our regime ( which I remain is mostly traditional ) , it does prefer me whenever waters tend out a previous community of democrats to thank the software on . <eos>
L__NOUN_VERB_VERB	9	0	plur	include	correct	original	<unk> species that probably would decline	1	False	1360	5	6	Important species that probably would decline include shrimp , capelin , Greenland halibut and some varieties of flatfish . <eos>
L__NOUN_VERB_VERB	9	0	plur	includes	wrong	original	<unk> species that probably would decline	1	False	543	5	6	Important species that probably would decline include shrimp , capelin , Greenland halibut and some varieties of flatfish . <eos>
L__NOUN_VERB_VERB	14	7	plur	expect	correct	generated	the aged specifications we serve in our tragedy	1	False	805	6	8	the aged specifications we serve in our tragedy insist ; we seek newspaper maintenance for easter , package none and delivery - transition for Kim . <eos>
L__NOUN_VERB_VERB	14	7	plur	expects	wrong	generated	the aged specifications we serve in our tragedy	1	False	86	6	8	the aged specifications we serve in our tragedy insist ; we seek newspaper maintenance for easter , package none and delivery - transition for Kim . <eos>
L__NOUN_VERB_VERB	0	2	sing	agrees	correct	generated	The paper to become in wine	0	False	234	5	6	The paper to become in wine enjoys that Former European teams and Democrats and recent Many recommendations are pregnant to make badly suddenly sensitive to the Amnesty in Australia than al - Canada agreements , and it would be vital to receive one 's orders off the modern system . <eos>
L__NOUN_VERB_VERB	0	2	sing	agree	wrong	generated	The paper to become in wine	0	False	2888	5	6	The paper to become in wine enjoys that Former European teams and Democrats and recent Many recommendations are pregnant to make badly suddenly sensitive to the Amnesty in Australia than al - Canada agreements , and it would be vital to receive one 's orders off the modern system . <eos>
L__NOUN_VERB_VERB	1	9	sing	receives	correct	generated	An easy intention opened in fifty	0	False	95	4	6	"An easy intention opened in fifty seems there insist thousand "" nations "" in the United Americans , but incredible speakers are financially fewer than this . <eos>"
L__NOUN_VERB_VERB	1	9	sing	receive	wrong	generated	An easy intention opened in fifty	0	False	806	4	6	"An easy intention opened in fifty seems there insist thousand "" nations "" in the United Americans , but incredible speakers are financially fewer than this . <eos>"
L__NOUN_VERB_VERB	0	7	sing	ensures	correct	generated	The spirit to pick in despair	0	False	95	5	6	The spirit to pick in despair offers that Kurdish Administrative tanks and Muslims and false Cuban positions are continental to remember badly regardless traditional to the Egypt in Europe than al - Syria atrocities , and it would be vast to mention one 's atrocities off the presidential fault . <eos>
L__NOUN_VERB_VERB	0	7	sing	ensure	wrong	generated	The spirit to pick in despair	0	False	4348	5	6	The spirit to pick in despair offers that Kurdish Administrative tanks and Muslims and false Cuban positions are continental to remember badly regardless traditional to the Egypt in Europe than al - Syria atrocities , and it would be vast to mention one 's atrocities off the presidential fault . <eos>
R__VERB_NOUN_CCONJ_VERB	4	9	plur	decide	correct	generated	Take me settle if you make any teams or	0	False	780	4	9	Take me settle if you make any teams or provide anything ethnic . <eos>
R__VERB_NOUN_CCONJ_VERB	4	9	plur	decides	wrong	generated	Take me settle if you make any teams or	0	False	78	4	9	Take me settle if you make any teams or provide anything ethnic . <eos>
R__VERB_NOUN_CCONJ_VERB	2	8	plur	require	correct	generated	Please forget me gather if you seek any tensions or	0	False	746	4	10	Please forget me gather if you seek any tensions or seem anything environmental . <eos>
R__VERB_NOUN_CCONJ_VERB	2	8	plur	requires	wrong	generated	Please forget me gather if you seek any tensions or	0	False	821	4	10	Please forget me gather if you seek any tensions or seem anything environmental . <eos>
L__NOUN_VERB_VERB	13	8	sing	adds	correct	generated	The industrial devastating reconciliation I have felt	0	False	77	4	7	The industrial devastating reconciliation I have felt agrees that in the director of Islam eight selection of the convenience is elsewhere sent in the length the healthcare before the body , this surplus discovered after the fatal freedom . <eos>
L__NOUN_VERB_VERB	13	8	sing	add	wrong	generated	The industrial devastating reconciliation I have felt	0	False	965	4	7	The industrial devastating reconciliation I have felt agrees that in the director of Islam eight selection of the convenience is elsewhere sent in the length the healthcare before the body , this surplus discovered after the fatal freedom . <eos>
L__NOUN_VERB_VERB	6	7	sing	decides	correct	generated	Can you identify that the trip we are carrying	0	False	78	4	9	Can you identify that the trip we are carrying provides toward a minor and dual storage ? <eos>
L__NOUN_VERB_VERB	6	7	sing	decide	wrong	generated	Can you identify that the trip we are carrying	0	False	780	4	9	Can you identify that the trip we are carrying provides toward a minor and dual storage ? <eos>
R__VERB_NOUN_CCONJ_VERB	3	7	plur	produce	correct	generated	Take me compensate if you meet any contents or	0	False	767	4	9	Take me compensate if you meet any contents or remember anything essential . <eos>
R__VERB_NOUN_CCONJ_VERB	3	7	plur	produces	wrong	generated	Take me compensate if you meet any contents or	0	False	91	4	9	Take me compensate if you meet any contents or remember anything essential . <eos>
L__NOUN_VERB_VERB	0	1	sing	employs	correct	generated	The version to raise in storage	0	False	37	5	6	The version to raise in storage objects that Jewish Asian fisheries and Muslims and rich Cuban dangers are technological to learn soon somewhat mad to the University in Austria than al - Slovenia individuals , and it would be geographical to thank one 's effects off the pregnant player . <eos>
L__NOUN_VERB_VERB	0	1	sing	employ	wrong	generated	The version to raise in storage	0	False	112	5	6	The version to raise in storage objects that Jewish Asian fisheries and Muslims and rich Cuban dangers are technological to learn soon somewhat mad to the University in Austria than al - Slovenia individuals , and it would be geographical to thank one 's effects off the pregnant player . <eos>
L__NOUN_VERB_VERB	11	1	sing	intends	correct	generated	The extraordinary service to prefer for wonderful	0	False	462	5	7	The extraordinary service to prefer for wonderful enjoys to put billion , or your radio panel database section , and interfere . <eos>
L__NOUN_VERB_VERB	11	1	sing	intend	wrong	generated	The extraordinary service to prefer for wonderful	0	False	632	5	7	The extraordinary service to prefer for wonderful enjoys to put billion , or your radio panel database section , and interfere . <eos>
L__NOUN_VERB_VERB	12	1	sing	exists	correct	generated	The partial community mothers serve there	1	False	385	4	6	The partial community mothers serve there enjoys tell to the scale . <eos>
L__NOUN_VERB_VERB	12	1	sing	exist	wrong	generated	The partial community mothers serve there	1	False	621	4	6	The partial community mothers serve there enjoys tell to the scale . <eos>
R__VERB_NOUN_CCONJ_VERB	2	4	plur	deserve	correct	generated	Please submit me gather if you tend any functions or	0	False	257	4	10	Please submit me gather if you tend any functions or choose anything operational . <eos>
R__VERB_NOUN_CCONJ_VERB	2	4	plur	deserves	wrong	generated	Please submit me gather if you tend any functions or	0	False	313	4	10	Please submit me gather if you tend any functions or choose anything operational . <eos>
L__NOUN_VERB_VERB	16	5	sing	intends	correct	generated	The first teacher you suffer why you extend on climate	0	False	462	8	10	The first teacher you suffer why you extend on climate indicates that the deregulation database somewhat tells out the beauty and speaks into the language demonstration . <eos>
L__NOUN_VERB_VERB	16	5	sing	intend	wrong	generated	The first teacher you suffer why you extend on climate	0	False	632	8	10	The first teacher you suffer why you extend on climate indicates that the deregulation database somewhat tells out the beauty and speaks into the language demonstration . <eos>
L__NOUN_VERB_VERB	2	3	plur	want	correct	generated	<unk> I do <unk> sell to the feet that the consequences we become or throw to	1	False	5663	6	16	Whie I do n't sell to the feet that the consequences we become or throw to carry no edge on our coffee ( which I receive is largely creative ) , it does miss me why shops meet out a relevant facility of concerns to meet the difference on . <eos>
L__NOUN_VERB_VERB	2	3	plur	wants	wrong	generated	<unk> I do <unk> sell to the feet that the consequences we become or throw to	1	False	709	6	16	Whie I do n't sell to the feet that the consequences we become or throw to carry no edge on our coffee ( which I receive is largely creative ) , it does miss me why shops meet out a relevant facility of concerns to meet the difference on . <eos>
L__NOUN_VERB_VERB	0	9	sing	indicates	correct	generated	The gender to destroy in majority	0	False	115	5	6	The gender to destroy in majority agrees that Free Israeli patients and Palestinians and surprising Lebanese contacts are joint to contradict badly perhaps main to the University in Amnesty than al - Jean attempts , and it would be regulatory to convince one 's actions off the valid tape . <eos>
L__NOUN_VERB_VERB	0	9	sing	indicate	wrong	generated	The gender to destroy in majority	0	False	209	5	6	The gender to destroy in majority agrees that Free Israeli patients and Palestinians and surprising Lebanese contacts are joint to contradict badly perhaps main to the University in Amnesty than al - Jean attempts , and it would be regulatory to convince one 's actions off the valid tape . <eos>
L__NOUN_VERB_VERB	16	0	sing	is	correct	original	The first thing you notice when you arrive on location	0	False	122154	8	10	The first thing you notice when you arrive on location is that the waiting line literally goes out the door and spills into the parking lot . <eos>
L__NOUN_VERB_VERB	16	0	sing	are	wrong	original	The first thing you notice when you arrive on location	0	False	55302	8	10	The first thing you notice when you arrive on location is that the waiting line literally goes out the door and spills into the parking lot . <eos>
R__VERB_NOUN_CCONJ_VERB	0	5	plur	reflect	correct	generated	Decisions deny the error but	0	False	482	4	5	Decisions deny the error but meet her recent history and the cigarette seems . <eos>
R__VERB_NOUN_CCONJ_VERB	0	5	plur	reflects	wrong	generated	Decisions deny the error but	0	False	256	4	5	Decisions deny the error but meet her recent history and the cigarette seems . <eos>
L__NOUN_VERB_VERB	6	9	sing	defines	correct	generated	Can you impose that the behalf we are joining	0	False	74	4	9	Can you impose that the behalf we are joining leads toward a dangerous and flexible countryside ? <eos>
L__NOUN_VERB_VERB	6	9	sing	define	wrong	generated	Can you impose that the behalf we are joining	0	False	442	4	9	Can you impose that the behalf we are joining leads toward a dangerous and flexible countryside ? <eos>
R__VERB_NOUN_CCONJ_VERB	6	2	sing	comes	correct	generated	It follows the master for polluter university and	0	False	1441	7	8	It follows the master for polluter university and produces , “ We are checked that the Palestine should not apply with loyal - scenario governments who decide to become and solve nearly and easily in the repercussions , problems , and decisions of dead mountain . ” <eos>
R__VERB_NOUN_CCONJ_VERB	6	2	sing	come	wrong	generated	It follows the master for polluter university and	0	False	3100	7	8	It follows the master for polluter university and produces , “ We are checked that the Palestine should not apply with loyal - scenario governments who decide to become and solve nearly and easily in the repercussions , problems , and decisions of dead mountain . ” <eos>
L__NOUN_VERB_VERB	9	6	plur	explain	correct	generated	Irish declarations that wholly would respond	1	False	524	5	6	Irish declarations that wholly would respond arrive communications , patience , Chernobyl goal and some movements of countries . <eos>
L__NOUN_VERB_VERB	9	6	plur	explains	wrong	generated	Irish declarations that wholly would respond	1	False	70	5	6	Irish declarations that wholly would respond arrive communications , patience , Chernobyl goal and some movements of countries . <eos>
L__NOUN_VERB_VERB	11	0	sing	is	correct	original	The only way to know for sure	0	False	122154	5	7	The only way to know for sure is to call 611 , or your cell phone help line , and ask . <eos>
L__NOUN_VERB_VERB	11	0	sing	are	wrong	original	The only way to know for sure	0	False	55302	5	7	The only way to know for sure is to call 611 , or your cell phone help line , and ask . <eos>
R__VERB_NOUN_CCONJ_VERB	0	0	plur	visit	correct	original	<unk> condemn the act but	0	False	424	4	5	Dignitaries condemn the act but visit her bereaved family and the money flows . <eos>
R__VERB_NOUN_CCONJ_VERB	0	0	plur	visits	wrong	original	<unk> condemn the act but	0	False	86	4	5	Dignitaries condemn the act but visit her bereaved family and the money flows . <eos>
L__NOUN_VERB_VERB	1	3	sing	meets	correct	generated	An absurd ownership initiated in twenty	0	False	150	4	6	"An absurd ownership initiated in twenty focuses there anticipate two "" hearts "" in the Atomic Israelis , but able finances are highly greater than this . <eos>"
L__NOUN_VERB_VERB	1	3	sing	meet	wrong	generated	An absurd ownership initiated in twenty	0	False	1044	4	6	"An absurd ownership initiated in twenty focuses there anticipate two "" hearts "" in the Atomic Israelis , but able finances are highly greater than this . <eos>"
L__NOUN_VERB_VERB	2	7	plur	seem	correct	generated	<unk> I do <unk> forget to the football that the diplomats we believe or pose to	1	False	649	6	16	Whie I do n't forget to the football that the diplomats we believe or pose to suffer no acceptance on our delivery ( which I make is recently modern ) , it does compensate me why waters learn out a vast format of circumstances to deny the trial on . <eos>
L__NOUN_VERB_VERB	2	7	plur	seems	wrong	generated	<unk> I do <unk> forget to the football that the diplomats we believe or pose to	1	False	1316	6	16	Whie I do n't forget to the football that the diplomats we believe or pose to suffer no acceptance on our delivery ( which I make is recently modern ) , it does compensate me why waters learn out a vast format of circumstances to deny the trial on . <eos>
L__NOUN_VERB_VERB	7	7	sing	ensures	correct	generated	The recent transportation I received this verdict	0	False	95	5	7	The recent transportation I received this verdict affects to understand anyone failing this if they choose of some coordination I can verify reopen a conflict to this Report Media . <eos>
L__NOUN_VERB_VERB	7	7	sing	ensure	wrong	generated	The recent transportation I received this verdict	0	False	4348	5	7	The recent transportation I received this verdict affects to understand anyone failing this if they choose of some coordination I can verify reopen a conflict to this Report Media . <eos>
L__NOUN_VERB_VERB	4	8	sing	applies	correct	generated	My label with ensuring the death fairly	0	False	706	6	7	My label with ensuring the death fairly enables , could it be offered that separately everyone played the market would or could expect at any creation , since we merely prevented Romania and Taliban and if they demonstrated they might have received a conservative transportation ?? <eos>
L__NOUN_VERB_VERB	4	8	sing	apply	wrong	generated	My label with ensuring the death fairly	0	False	1475	6	7	My label with ensuring the death fairly enables , could it be offered that separately everyone played the market would or could expect at any creation , since we merely prevented Romania and Taliban and if they demonstrated they might have received a conservative transportation ?? <eos>
L__NOUN_VERB_VERB	5	8	plur	apply	correct	generated	I tend the steps on which I should react your room	1	False	1475	8	11	I tend the steps on which I should react your room assume : ( a ) Do you tell a loyal space about the tandem to traditional theory stages served by India England ? <eos>
L__NOUN_VERB_VERB	5	8	plur	applies	wrong	generated	I tend the steps on which I should react your room	1	False	706	8	11	I tend the steps on which I should react your room assume : ( a ) Do you tell a loyal space about the tandem to traditional theory stages served by India England ? <eos>
R__VERB_NOUN_CCONJ_VERB	8	0	sing	says	correct	original	If you want a doctor who will lie to you and say he will operate and then change his mind , and not know what he is talking about when he recommends procedures at other hospitals and	0	True	531	6	37	If you want a doctor who will lie to you and say he will operate and then change his mind , and not know what he is talking about when he recommends procedures at other hospitals and says they are what you need , when they will not work for you , go to this doctor ... he is the one for you . <eos>
R__VERB_NOUN_CCONJ_VERB	8	0	sing	say	wrong	original	If you want a doctor who will lie to you and say he will operate and then change his mind , and not know what he is talking about when he recommends procedures at other hospitals and	0	True	6080	6	37	If you want a doctor who will lie to you and say he will operate and then change his mind , and not know what he is talking about when he recommends procedures at other hospitals and says they are what you need , when they will not work for you , go to this doctor ... he is the one for you . <eos>
L__NOUN_VERB_VERB	15	9	sing	insists	correct	generated	The accessible persistent rail that he pays	1	False	71	4	7	The accessible persistent rail that he pays indicates that he technically reads his religions and slowly leaves dramatic with his mental system . <eos>
L__NOUN_VERB_VERB	15	9	sing	insist	wrong	generated	The accessible persistent rail that he pays	1	False	383	4	7	The accessible persistent rail that he pays indicates that he technically reads his religions and slowly leaves dramatic with his mental system . <eos>
L__NOUN_VERB_VERB	1	0	sing	suggests	correct	original	An official estimate issued in 2003	0	False	196	4	6	"An official estimate issued in 2003 suggests there are 50,000 "" foreigners "" in the Andaman Islands , but unofficial figures are much higher than this . <eos>"
L__NOUN_VERB_VERB	1	0	sing	suggest	wrong	original	An official estimate issued in 2003	0	False	448	4	6	"An official estimate issued in 2003 suggests there are 50,000 "" foreigners "" in the Andaman Islands , but unofficial figures are much higher than this . <eos>"
R__VERB_NOUN_CCONJ_VERB	8	4	sing	manages	correct	generated	If you choose a dissemination who will monitor to you and gather he will appreciate and then believe his technique , and not produce what he is suggesting about whenever he threatens branches at attractive channels and	0	True	30	6	37	If you choose a dissemination who will monitor to you and gather he will appreciate and then believe his technique , and not produce what he is suggesting about whenever he threatens branches at attractive channels and feels they eat what you reflect , why they will not contain for you , continue to this recording ... he is the assurance for you . <eos>
R__VERB_NOUN_CCONJ_VERB	8	4	sing	manage	wrong	generated	If you choose a dissemination who will monitor to you and gather he will appreciate and then believe his technique , and not produce what he is suggesting about whenever he threatens branches at attractive channels and	0	True	407	6	37	If you choose a dissemination who will monitor to you and gather he will appreciate and then believe his technique , and not produce what he is suggesting about whenever he threatens branches at attractive channels and feels they eat what you reflect , why they will not contain for you , continue to this recording ... he is the assurance for you . <eos>
R__VERB_NOUN_CCONJ_VERB	1	9	plur	represent	correct	generated	Groups again <unk> June billion through Amsterdam fifty <unk> existing you develop on the distance we believe and	0	True	691	7	18	Groups again : June billion through Amsterdam fifty ( existing you develop on the distance we believe and come hence to creation the friend after we meet ) <eos>
R__VERB_NOUN_CCONJ_VERB	1	9	plur	represents	wrong	generated	Groups again <unk> June billion through Amsterdam fifty <unk> existing you develop on the distance we believe and	0	True	543	7	18	Groups again : June billion through Amsterdam fifty ( existing you develop on the distance we believe and come hence to creation the friend after we meet ) <eos>
L__NOUN_VERB_VERB	14	4	plur	approve	correct	generated	the absolute features we develop in our level	1	False	411	6	8	the absolute features we develop in our level arrive ; we want station genocide for easter , punishment cabinet and tandem - greenhouse for Chernobyl . <eos>
L__NOUN_VERB_VERB	14	4	plur	approves	wrong	generated	the absolute features we develop in our level	1	False	44	6	8	the absolute features we develop in our level arrive ; we want station genocide for easter , punishment cabinet and tandem - greenhouse for Chernobyl . <eos>
R__VERB_NOUN_CCONJ_VERB	5	5	plur	require	correct	generated	If you respond any positions or	0	False	746	4	6	If you respond any positions or meet any article exactly unanimously , please respond Brazil Paris at six or Taiwan NATO at fifty . <eos>
R__VERB_NOUN_CCONJ_VERB	5	5	plur	requires	wrong	generated	If you respond any positions or	0	False	821	4	6	If you respond any positions or meet any article exactly unanimously , please respond Brazil Paris at six or Taiwan NATO at fifty . <eos>
L__NOUN_VERB_VERB	4	6	sing	applies	correct	generated	My radio with arriving the reality correctly	0	False	706	6	7	My radio with arriving the reality correctly understands , could it be implemented that forth everyone saved the character would or could assist at any prospect , since we therefore believed January and Muslims and if they looked they might have stepped a tragic breast ?? <eos>
L__NOUN_VERB_VERB	4	6	sing	apply	wrong	generated	My radio with arriving the reality correctly	0	False	1475	6	7	My radio with arriving the reality correctly understands , could it be implemented that forth everyone saved the character would or could assist at any prospect , since we therefore believed January and Muslims and if they looked they might have stepped a tragic breast ?? <eos>
L__NOUN_VERB_VERB	5	9	plur	include	correct	generated	I pay the victims on which I should recover your rape	1	False	1360	8	11	I pay the victims on which I should recover your rape oppose : ( a ) Do you warrant a distinguished decision about the computer to brave luck positions built by East US ? <eos>
L__NOUN_VERB_VERB	5	9	plur	includes	wrong	generated	I pay the victims on which I should recover your rape	1	False	543	8	11	I pay the victims on which I should recover your rape oppose : ( a ) Do you warrant a distinguished decision about the computer to brave luck positions built by East US ? <eos>
L__NOUN_VERB_VERB	13	4	sing	includes	correct	generated	The internal flexible dollar I have listened	0	False	543	4	7	The internal flexible dollar I have listened affects that in the series of August eighteen grave of the fact is immediately called in the healthcare the theory before the population , this policy created after the numerous tandem . <eos>
L__NOUN_VERB_VERB	13	4	sing	include	wrong	generated	The internal flexible dollar I have listened	0	False	1360	4	7	The internal flexible dollar I have listened affects that in the series of August eighteen grave of the fact is immediately called in the healthcare the theory before the population , this policy created after the numerous tandem . <eos>
R__VERB_NOUN_CCONJ_VERB	8	3	sing	remains	correct	generated	If you proceed a software who will reopen to you and manage he will establish and then flee his dissemination , and not trigger what he is carrying about whenever he represents resolutions at urban streets and	0	True	804	6	37	If you proceed a software who will reopen to you and manage he will establish and then flee his dissemination , and not trigger what he is carrying about whenever he represents resolutions at urban streets and pays they insist what you believe , whenever they will not recover for you , tell to this legislature ... he is the advice for you . <eos>
R__VERB_NOUN_CCONJ_VERB	8	3	sing	remain	wrong	generated	If you proceed a software who will reopen to you and manage he will establish and then flee his dissemination , and not trigger what he is carrying about whenever he represents resolutions at urban streets and	0	True	1260	6	37	If you proceed a software who will reopen to you and manage he will establish and then flee his dissemination , and not trigger what he is carrying about whenever he represents resolutions at urban streets and pays they insist what you believe , whenever they will not recover for you , tell to this legislature ... he is the advice for you . <eos>
L__NOUN_VERB_VERB	5	2	plur	include	correct	generated	I condemn the compliments on which I should hear your success	1	False	1360	8	11	I condemn the compliments on which I should hear your success affirm : ( a ) Do you preserve a careful viability about the master to modern none remarks presented by Argentina Iraq ? <eos>
L__NOUN_VERB_VERB	5	2	plur	includes	wrong	generated	I condemn the compliments on which I should hear your success	1	False	543	8	11	I condemn the compliments on which I should hear your success affirm : ( a ) Do you preserve a careful viability about the master to modern none remarks presented by Argentina Iraq ? <eos>
L__NOUN_VERB_VERB	13	3	sing	understands	correct	generated	The organised horrific destiny I have separated	0	False	88	4	7	The organised horrific destiny I have separated exists that in the station of Austria eight weapon of the mechanism is again highlighted in the species the target before the collateral , this law developed after the catastrophic thanks . <eos>
L__NOUN_VERB_VERB	13	3	sing	understand	wrong	generated	The organised horrific destiny I have separated	0	False	1631	4	7	The organised horrific destiny I have separated exists that in the station of Austria eight weapon of the mechanism is again highlighted in the species the target before the collateral , this law developed after the catastrophic thanks . <eos>
L__NOUN_VERB_VERB	11	3	sing	intends	correct	generated	The electronic tandem to conclude for fundamentalist	0	False	462	5	7	The electronic tandem to conclude for fundamentalist uses to meet thousand , or your society source twin discretion , and arrive . <eos>
L__NOUN_VERB_VERB	11	3	sing	intend	wrong	generated	The electronic tandem to conclude for fundamentalist	0	False	632	5	7	The electronic tandem to conclude for fundamentalist uses to meet thousand , or your society source twin discretion , and arrive . <eos>
L__NOUN_VERB_VERB	2	2	plur	serve	correct	generated	<unk> I do <unk> see to the variety that the specifications we consider or pose to	1	False	510	6	16	Whie I do n't see to the variety that the specifications we consider or pose to suggest no impact on our nation ( which I remember is respectively hostile ) , it does grow me why clients describe out a willing plane of terrorists to create the thanks on . <eos>
L__NOUN_VERB_VERB	2	2	plur	serves	wrong	generated	<unk> I do <unk> see to the variety that the specifications we consider or pose to	1	False	170	6	16	Whie I do n't see to the variety that the specifications we consider or pose to suggest no impact on our nation ( which I remember is respectively hostile ) , it does grow me why clients describe out a willing plane of terrorists to create the thanks on . <eos>
L__NOUN_VERB_VERB	5	7	plur	expect	correct	generated	I tend the balances on which I should survive your wealth	1	False	805	8	11	I tend the balances on which I should survive your wealth oppose : ( a ) Do you forget a respective mouth about the summary to prior factory weeks begun by University Amnesty ? <eos>
L__NOUN_VERB_VERB	5	7	plur	expects	wrong	generated	I tend the balances on which I should survive your wealth	1	False	86	8	11	I tend the balances on which I should survive your wealth oppose : ( a ) Do you forget a respective mouth about the summary to prior factory weeks begun by University Amnesty ? <eos>
R__VERB_NOUN_CCONJ_VERB	7	7	plur	decide	correct	generated	You admit the room and	0	False	780	4	5	You admit the room and require development cancer into the revenue . <eos>
